"","Reference.Number","Name","group","category","class","Feature.Easting","Feature.Northing","Positional.Accuracy.Code","Unique.Property.Reference.Number","Topographic.TOID","Topographic.TOID.Version","ITN.Easting","ITN.Northing","ITN.TOID","ITN.TOID.Version","Distance","Address.Detail","Street.Name","Locality","Geographic.County","Postcode","Verified.Address","Administrative.Boundary","Telephone.Number","URL","Brand","Qualifier.Type","Qualifier.Data","Provenance","Date.of.Supply"
"309425",55054205,"D Shoe Repair Ltd",2,13,793,549867.1,191156.3,1,100023217627,"0001000000177151",2,549874.7,191143.6,4000000031016149,2,14.8,"14","Collier Row Road","Romford","Greater London","RM5 3NX","Y","Havering London Boro",1708726598,"","","","","118 Information","2015-03-01"
"309470",55003863,"Dagenham Car Centre",2,13,212,549556.8,185711.3,1,100091260,"0001000000160066",2,549606.8,185714.5,4000000030159614,4,50.1,"Unit 10 Redif House","Wantz Road","Dagenham","Greater London","RM10 8PS","Y","Barking and Dagenham London Boro",2085175900,"","","","","118 Information","2015-03-01"
"309523",54522355,"Aarcicon Ltd",2,4,63,543244.5,183791.5,1,46069481,"0001000042417259",3,543233.1,183788.3,4000000030102352,5,11.9,"26","St. Olaves Road","London","Greater London","E6 2PA","Y","Newham London Boro",2084706165,"","","","","118 Information","2015-03-01"
"309607",54485611,"Academy Maintenance Group",2,13,207,546713.9,187706,1,100022263460,"0001000007471370",4,546728.4,187703.7,4000000030156762,3,14.7,"27","Eccleston Crescent","Romford","Greater London","RM6 4QX","Y","Redbridge London Boro",2082527777,"","","","","118 Information","2015-03-01"
"309634",55062993,"mrmoveruk.com",2,15,228,546968.8,186282.3,1,100026921,"0001000007469621",3,546956.9,186291.6,4000000030102624,5,15.1,"56","Stevens Road","Dagenham","Greater London","RM8 2QR","Y","Barking and Dagenham London Boro",7940798417,"","","","","118 Information","2015-03-01"
"309693",55056724,"Essex Mini Cabs",2,15,230,544775.7,183747.6,1,100047403,"0001000042430263",2,544768.9,183766.4,4000000030156249,7,20,"200","Ripple Road","Barking","Greater London","IG11 7PR","Y","Barking and Dagenham London Boro",2085911000,"www.essexminicabs.com","","","","118 Information","2015-03-01"
"309701",55035430,"GB Transport Ltd",2,15,223,546371.8,181878.1,1,100047765,"0001000007458543",4,546358.9,181904.1,4000000030970208,4,29,"84","River Road","Barking","Greater London","IG11 0DS","Y","Barking and Dagenham London Boro",2085917960,"","","","","118 Information","2015-03-01"
"309745",55061859,"Uneek Group Ltd",2,15,223,546882.6,183470.6,1,10002168220,"0001000007459997",3,546957.6,183463.5,4000000030156367,4,75.4,"Unit 1-2  Renwick Industrial Estate","Renwick Road","Barking","Greater London","IG11 0SD","Y","Barking and Dagenham London Boro",2089840425,"www.uneek-group.com","","","","118 Information","2015-03-01"
"310060",54397497,"A E Charman Property Maintenance Ltd",2,13,204,544593.9,184458,1,100055029,"0001000042433259",4,544604.6,184471.3,4000000030256685,5,17.1,"1a","Cecil Avenue","Barking","Greater London","IG11 9TA","Y","Barking and Dagenham London Boro",2085943203,"","","","","118 Information","2015-03-01"
"310163",54863205,"Valet Dry Cleaners",2,10,158,544363.7,184190,1,10091799867,"0001000007191142",4,544349.8,184201.6,5000005111018026,1,18.1,"8","Station Parade","Barking","Greater London","IG11 8DN","Y","Barking and Dagenham London Boro",2085941666,"","","","","118 Information","2015-03-01"
"310180",54800509,"Siger Salons",2,10,156,546676.3,185736.3,1,100090764,"0001000007464809",2,546678.8,185757.3,4000000030257275,3,21.1,"598","Longbridge Road","Dagenham","Greater London","RM8 2AJ","Y","Barking and Dagenham London Boro",2085996633,"","","","","118 Information","2015-03-01"
"310259",54894682,"G & B Manor Park Properties Ltd",2,11,190,543007.3,185347.7,1,10008984544,"0001000007109753",3,543000.6,185365.2,4000000030256375,5,18.8,"148","Church Road","London","Greater London","E12 6HL","Y","Newham London Boro",2085533212,"","","","","118 Information","2015-03-01"
"310328",54431481,"A D E Installation Contractors",2,3,51,543845.2,184849.7,1,100022242188,"0001000042419036",5,543853.9,184850.3,4000000030256650,3,8.7,"72","Uphall Road","Ilford","Greater London","IG1 2JF","Y","Redbridge London Boro",2085147924,"","","","","118 Information","2015-03-01"
"310360",55072133,"Specialist Interior Finishers Ltd",2,3,779,550902.3,181942.7,1,100023214681,"0001000000212138",2,550906,182012.3,4000000030151951,5,69.7,"Unit 11  Manor Way Business Centre","Marsh Way","Rainham","Greater London","RM13 8UG","Y","Havering London Boro",1708525001,"","","","","118 Information","2015-03-01"
"310401",55061831,"S A M Car Services",2,15,230,544130.2,183999.2,1,100100461,"0001000007190927",7,544120.6,183994.6,4000000030156283,6,10.7,"6","North Street","Barking","Greater London","IG11 8AW","Y","Barking and Dagenham London Boro",2085949395,"","","","","118 Information","2015-03-01"
"310548",64122832,"Ghir Electrical Supplies Ltd",9,48,722,546347,187179,1,10034921748,"0001000007473318",6,546360,187179,4000000030257453,7,13,"80-86","Goodmayes Road","Ilford","Greater London","IG3 9UU","Y","Redbridge London Boro",2085979168,"www.ghirelectrical.co.uk","","","","118 Information","2015-03-01"
"310573",55045697,"Royal Mail",2,15,222,550531.2,187941,1,200002666646,"0001000000220487",8,550490.6,187934,4000000030160061,7,41.2,"Romford Mail Centre Queen Elizabeth House","Sandgate Close","Romford","Greater London","RM7 0AB","Y","Havering London Boro",1708777341,"www.royalmail.co.uk","Royal Mail","","","118 Information","2015-03-01"
"310604",54917232,"Channel Estates",2,11,190,543885.3,185667,1,10091800013,"0001000007106784",2,543901.3,185672.6,4000000030360979,2,17,"190","Ilford Lane","Ilford","Greater London","IG1 2LJ","Y","Redbridge London Boro",2085142571,"www.channel-estates.com","","","","118 Information","2015-03-01"
"310644",54573707,"Drain Center",9,48,680,546200,183571,1,100100350,"0001000042844876",5,546176.9,183563.1,4000000030707187,4,24.4,"Alfreds Way Industrial Estate","Alfreds Way","Barking","Greater London","IG11 0AS","N","Barking and Dagenham London Boro",2085916573,"www.draincenter.co.uk","Drain Center","","","118 Information","2015-03-01"
"310732",54968450,"E P C Radiators Ltd",2,13,212,549626.1,187696.7,1,100021368893,"0001000000167476",2,549626.6,187721.7,4000000031179516,3,25,"139","Crow Lane","Romford","Greater London","RM7 0ES","Y","Havering London Boro",1708720500,"www.epcradiatorsltd.co.uk","","","","118 Information","2015-03-01"
"310903",55065939,"Jaymar Freight Ltd",2,15,223,547396.7,183241.3,1,10091799840,"0001000000047485",4,547264,183076.3,4000000030464005,4,211.7,"Container Base  Box Lane","Renwick Road","Barking","Greater London","IG11 0SQ","Y","Barking and Dagenham London Boro",2089848030,"","","","","118 Information","2015-03-01"
"310905",55060847,"Polar Shipping Ltd",2,15,225,544002.7,183691.4,1,100091383,"0001000007187560",5,543999.4,183706.1,4000000030256516,6,15.1,"Polar House 12 Town Quay Wharf","Abbey Road","Barking","Greater London","IG11 7BZ","Y","Barking and Dagenham London Boro",2085949977,"www.polarshipping.co.uk","","","","118 Information","2015-03-01"
"310922",55047103,"Mor Shipping Ltd",2,15,223,548169,188077.7,1,NA,"0001000000124688",3,548175.9,188050.5,4000000030362430,2,28,"New Enterprise House 149-151","High Road","Chadwell Heath, Romford","Greater London","RM6 6PJ","Y","Barking and Dagenham London Boro",2085908111,"","","","","118 Information","2015-03-01"
"310943",55048724,"R W Freight Services Ltd",2,15,223,550181.3,187883.2,1,100023219160,"0001000000220776",2,550193,187884.7,4000000031100460,1,11.7,"7","Bernard Road","Romford","Greater London","RM7 0JD","Y","Havering London Boro",1708722477,"www.rwfreight.co.uk","","","","118 Information","2015-03-01"
"311037",54483248,"A M R Heating Ltd",2,3,56,542938.7,185327.1,1,10034508480,"0001000007029256",4,542933.9,185338.6,4000000030360464,5,12.4,"126","Church Road","London","Greater London","E12 6HL","Y","Newham London Boro",2085532700,"www.amrheating.co.uk","","","","118 Information","2015-03-01"
"311054",54466021,"E & J",2,3,54,548927.3,184298.3,1,100041521,"0001000000108332",2,548916.3,184288.3,4000000030365474,2,14.9,"140","Ford Road","Dagenham","Greater London","RM9 6LS","Y","Barking and Dagenham London Boro",2085927911,"","","","","118 Information","2015-03-01"
"311137",54590487,"J J Engineering Co",2,6,86,549932.9,185109.5,1,100025801,"0001000000161962",2,549927.9,185123.9,4000000030430758,2,15.2,"260","Reede Road","Dagenham","Greater London","RM10 8EH","Y","Barking and Dagenham London Boro",2085956076,"www.jjeng.com","","","","118 Information","2015-03-01"
"311258",54966372,"N & S Auto Repairs",2,13,212,546985.5,187025.2,1,100101128,"0001000007472814",2,546989,187042.3,4000000030156741,3,17.4,"Rear of 700-730","Green Lane","Dagenham","Greater London","RM8 1YX","Y","Barking and Dagenham London Boro",2085900281,"www.nandsautorepairs.co.uk","","","","118 Information","2015-03-01"
"311758",54390599,"Gapclamp Ltd",2,3,45,545838.8,184949.8,1,100007963,"0001000007375699",2,545827.3,184957.3,4000000030102515,2,13.8,"38","Dereham Road","Barking","Greater London","IG11 9HA","Y","Barking and Dagenham London Boro",2085910713,"www.gapclamp.co.uk","","","","118 Information","2015-03-01"
"311778",54819948,"Mak's Hair Design",2,10,156,547335.8,181034.4,1,100020241744,"0001000000046203",3,547334.7,181042.1,4000000030350230,2,7.8,"1","Manor Close","London","Greater London","SE28 8EY","Y","Bexley London Boro",2083123300,"www.makshairdesign.co.uk","","","","118 Information","2015-03-01"
"312164",55059440,"Easton Express Furniture Removals",2,15,228,549639,189663.6,1,100021373991,"0001000000170561",2,549637.5,189642.8,4000000030160090,3,20.9,"60","Forest Road","Romford","Greater London","RM7 8DT","Y","Havering London Boro",1708745651,"","","","","118 Information","2015-03-01"
"312335",55041997,"Eagle Cargo Services Ltd",2,15,223,543988.9,183650.6,1,10091800187,"0001000042416187",2,544029,183660,4000000030156225,6,41.2,"5 Town Quay Wharf","Abbey Road","Barking","Greater London","IG11 7BZ","Y","Barking and Dagenham London Boro",2085918877,"www.eaglecargoservices.com","","","","118 Information","2015-03-01"
"312364",54520095,"Buildeasy",2,3,60,551584.7,188054.2,1,10070706850,"0001000000291165",3,551572.2,188038.9,4000000030263665,6,19.7,"265","South Street","Romford","Greater London","RM1 2BE","Y","Havering London Boro",7859315021,"","","","","118 Information","2015-03-01"
"312403",64109288,"Saki Soft Ltd",2,8,117,544418.4,184387.5,1,10091800152,"0001000007191265",3,544424,184396.8,4000000031118532,1,10.9,"Trocoll House","Wakering Road","Barking","Greater London","IG11 8PD","Y","Barking and Dagenham London Boro",2085078923,"www.sakisoft.co.uk","","","","118 Information","2015-03-01"
"312447",68659696,"Tennis Courts",4,24,305,545332,185212,1,10025165627,"1000001810259793",4,545377.2,185138.4,4000000030156336,5,86.4,"","","","Greater London","IG11","N","Redbridge London Boro",NA,"","","","","Ordnance Survey","2015-03-01"
"312488",68676447,"Tennis Court",4,24,305,545588,186329,1,10025298936,"1000001810282009",2,545530.6,186334.8,4000000030156548,3,57.7,"","","","Greater London","IG3","N","Redbridge London Boro",NA,"","","","","Ordnance Survey","2015-03-01"
"313174",68670342,"Tennis Courts",4,24,305,550818,185483,1,10025293039,"1000002035448746",3,550820,185455.3,4000000030712210,6,27.7,"","","","Greater London","RM7","N","Barking and Dagenham London Boro",NA,"","","","","Ordnance Survey","2015-03-01"
"313193",68660009,"Tennis Courts",4,24,305,546600,186594,1,10025305930,"1000001810424310",3,546566.2,186598.7,4000000030156745,2,34.1,"","","","Greater London","IG3","N","Redbridge London Boro",NA,"","","","","Ordnance Survey","2015-03-01"
"313222",54780193,"Pattichi Hill & Croques",2,9,154,544090.9,184959.3,1,100023044070,"0001000042432324",5,544087.1,184973.3,4000000030256673,2,14.5,"1","Roman Road","Ilford","Greater London","IG1 2NY","Y","Redbridge London Boro",2089118233,"","","","","118 Information","2015-03-01"
"313255",54990624,"A & S Autos",2,13,212,551728.6,188226.5,1,100023211436,"0001000000291064",3,551719.9,188237.6,4000000030263684,3,14.1,"21","Richmond Road","Romford","Greater London","RM1 2DX","Y","Havering London Boro",1708734425,"","","","","118 Information","2015-03-01"
"313393",76270358,"Playground",3,18,255,545141,186093,1,NA,"1000001810286423",4,545141.9,186068,4000000030102581,3,25,"","","","Greater London","IG1","N","Redbridge London Boro",NA,"","","","","Ordnance Survey","2015-03-01"
"313498",76270354,"Playground",3,18,255,544763,184929,1,NA,"1000001810002914",7,544868.3,184775.9,4000000030256718,3,185.8,"","","","Greater London","IG11","N","Barking and Dagenham London Boro",NA,"","","","","Ordnance Survey","2015-03-01"
"313519",54964116,"Mobile Exhaust & Brakes",2,13,212,551299,187479.2,1,100021395068,"0001000000289397",2,551299.1,187456.7,4000000030103584,2,22.5,"72","Rush Green Road","Romford","Greater London","RM7 0QB","Y","Havering London Boro",1708741105,"","","","","118 Information","2015-03-01"
"313523",54438391,"Romford Insulations Ltd",2,3,46,547134.8,183521,1,100091432,"0001000000047282",2,547147.4,183570.1,4000000030102527,3,50.7,"Unit 19-20  Rippleside Commercial Estate","Ripple Road","Barking","Greater London","IG11 0RJ","Y","Barking and Dagenham London Boro",2085921207,"www.romfordgroup.com","","","","118 Information","2015-03-01"
"313607",76270356,"Playground",3,18,255,544602,183566,1,NA,"1000001809989053",2,544606,183584,4000000030156255,2,18.4,"","","","Greater London","IG11","N","Barking and Dagenham London Boro",NA,"","","","","Ordnance Survey","2015-03-01"
"313638",68659701,"Tennis Courts",4,24,305,544960,186361,1,10025169261,"1000001810078818",3,544929.7,186358.4,4000000030156542,3,30.4,"","","","Greater London","IG1","N","Redbridge London Boro",NA,"","","","","Ordnance Survey","2015-03-01"
"313717",68656871,"Tennis Court",4,24,305,545078,183526,1,10025165621,"1000001811247874",1,545140,183560.3,4000000030256547,2,70.8,"","","","Greater London","IG11","N","Barking and Dagenham London Boro",NA,"","","","","Ordnance Survey","2015-03-01"
"313737",76270019,"Playground",3,18,255,544502,183872,1,NA,"1000001809990242",6,544502.8,183887.9,4000000030360573,2,15.9,"","","","Greater London","IG11","N","Barking and Dagenham London Boro",NA,"","","","","Ordnance Survey","2015-03-01"
"313840",68673400,"Tennis Courts",4,24,305,552105,186118,1,NA,"1000001815474421",3,552013.7,186113.8,4000000030082991,5,91.4,"","","","Greater London","RM12","N","Havering London Boro",NA,"","","","","Ordnance Survey","2015-03-01"
"313984",54477140,"Rowstone Landscape & Paving Co",2,3,59,549734.5,190156.8,1,100021402169,"0001000000174501",3,549729.3,190140.5,4000000030263634,4,17.1,"4","White Hart Lane","Romford","Greater London","RM7 8LJ","Y","Havering London Boro",1708722770,"www.rowstonepaving.co.uk","","","","118 Information","2015-03-01"
"314224",54978749,"I D Morris & Sons",2,13,212,548638.2,187626.5,1,100101531,"0001000000118212",5,548641.5,187580.7,4000000030103535,2,45.9,"","Selinas Lane","Dagenham","Greater London","RM8 1QH","Y","Barking and Dagenham London Boro",2085921919,"","","","","118 Information","2015-03-01"
"314333",54982264,"Tiveys Panelcraft",2,13,212,545928.3,183633.5,1,100053076,"0001000007371761",4,545961,183545.5,4000000030082842,6,93.9,"40 Barking Industrial Park","Alfreds Way","Barking","Greater London","IG11 0TJ","Y","Barking and Dagenham London Boro",2085910412,"www.tiveyspanelcraft.co.uk","","","","118 Information","2015-03-01"
"314358",55079785,"Alpha Autos",2,10,777,549436,189382.8,1,100021385759,"0001000000172388",2,549433.2,189366,4000000030160089,2,17,"202","Marlborough Road","Romford","Greater London","RM7 8AL","Y","Havering London Boro",1708723392,"","","","","118 Information","2015-03-01"
"314406",55074651,"Motorvation",2,13,212,546881.9,186084.2,1,100089758,"0001000007469404",2,546895.7,186073.5,4000000030156660,2,17.5,"121","Becontree Avenue","Dagenham","Greater London","RM8 2UJ","Y","Barking and Dagenham London Boro",7958667755,"","","","","118 Information","2015-03-01"
"314777",64302457,"Superior Food Products Essex Ltd",7,40,530,551213.1,188214.7,1,100023218796,"0001000000292244",2,551238.7,188240.3,4000000030160134,2,36.2,"5","Bridge Close","Romford","Greater London","RM7 0AU","Y","Havering London Boro",1708738388,"","","","","118 Information","2015-03-01"
"314895",54834386,"Paul's Hairstyling for Men",2,10,156,548447.9,188068.3,1,100013005,"0001000000124169",3,548444.4,188087.5,4000000030263472,2,19.5,"202","High Road","Romford","Greater London","RM6 6LS","Y","Barking and Dagenham London Boro",2085900664,"","","","","118 Information","2015-03-01"
"314914",54655581,"Chadwell Heath Coaches",2,60,113,547351.4,187921.4,1,100022266202,"0001000000061768",2,547337.2,187932.8,4000000030157540,6,18.3,"30","Reynolds Avenue","Romford","Greater London","RM6 4NT","Y","Redbridge London Boro",2085907505,"","","","","118 Information","2015-03-01"
"315016",54858209,"D & S Cleaning Services",2,10,158,543009.2,185595.7,1,46020857,"0001000007107612",2,543024,185588,4000000030156142,5,16.7,"156a","Dersingham Avenue","London","Greater London","E12 5QG","Y","Newham London Boro",2085144282,"","","","","118 Information","2015-03-01"
"315151",54885480,"James Foss Estate Agents",2,11,190,548920,186821,1,100002576,"0001000000114229",3,548934.2,186808.6,4000000030596681,6,18.9,"761","Becontree Avenue","Dagenham","Greater London","RM8 3HH","Y","Barking and Dagenham London Boro",2089840066,"","","","","118 Information","2015-03-01"
